,Yr,Team,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
0,1988,Nippon H,3.50,130,4790,4256,455,1043,164,10,101,428,43,25,375,706,.245,.307,.359,.667,1530,110,21,108,30,20
0,1987,Hankyu B,4.49,130,4938,4407,584,1198,208,8,152,553,62,29,369,606,.272,.333,.426,.759,1878,110,46,87,29,24
0,1987,Nippon H,4.32,130,4848,4294,561,1111,170,13,128,534,64,40,409,736,.259,.325,.394,.719,1691,106,26,98,21,18
0,1987,Osaka Ki,4.06,130,4915,4438,528,1198,187,16,135,512,81,40,320,757,.270,.320,.411,.731,1822,87,28,87,42,24
0,1987,Seibu Li,4.04,130,4760,4237,525,1056,160,18,153,510,123,52,355,743,.249,.311,.404,.715,1711,73,34,109,25,26
0,1987,Lotte Or,3.98,130,4783,4284,518,1132,184,21,104,486,152,67,320,624,.264,.318,.390,.708,1670,90,32,113,34,21
0,1987,Nankai H,3.86,130,4872,4231,502,1104,134,8,132,484,58,49,445,728,.261,.335,.390,.725,1650,107,43,118,35,44
0,1986,Seibu Li,4.98,130,4923,4336,647,1217,189,27,185,626,129,61,379,686,.281,.343,.465,.807,2015,85,50,119,39,18
0,1986,Hankyu B,4.85,130,5041,4431,631,1228,197,18,180,594,100,43,470,595,.277,.350,.452,.802,2001,112,42,76,22,30
0,1986,Lotte Or,4.78,130,4964,4376,622,1229,169,14,171,593,94,43,375,662,.281,.341,.443,.785,1939,104,42,144,27,26
0,1986,Osaka Ki,4.70,130,4858,4385,611,1188,204,26,183,584,56,36,322,717,.271,.323,.455,.777,1993,84,32,82,37,26
0,1986,Nippon H,4.22,130,4917,4366,548,1143,185,23,151,529,82,36,393,734,.262,.327,.418,.745,1827,105,42,89,27,11
0,1986,Nankai H,3.53,130,4726,4256,459,1067,152,11,136,445,70,60,345,849,.251,.311,.387,.698,1649,101,33,80,12,17
0,1985,Hankyu B,5.83,130,5095,4376,758,1197,186,21,197,719,156,50,545,649,.274,.355,.461,.816,2016,92,33,95,46,21
0,1985,Lotte Or,5.54,130,5064,4455,720,1279,189,21,168,695,98,47,419,510,.287,.350,.452,.803,2014,107,37,113,40,30
0,1985,Osaka Ki,5.22,130,4962,4374,678,1189,195,18,212,654,71,39,441,690,.272,.342,.470,.812,2056,115,38,79,30,13
0,1985,Seibu Li,5.04,130,5007,4302,655,1168,188,26,155,625,93,43,511,570,.272,.353,.435,.788,1873,104,52,97,45,15
0,1985,Nippon H,4.89,130,5018,4370,636,1158,174,15,169,606,51,31,464,579,.265,.339,.428,.767,1869,109,41,115,28,17
0,1985,Nankai H,4.64,130,4958,4361,603,1133,196,19,149,573,91,50,430,666,.260,.332,.416,.748,1814,86,54,84,29,23
0,1984,Hankyu B,5.16,130,4977,4277,671,1165,166,21,166,643,118,53,502,548,.272,.351,.437,.789,1871,106,41,113,44,22
0,1984,Nankai H,4.87,130,4959,4335,633,1164,208,19,159,606,96,53,424,548,.269,.338,.435,.774,1887,82,53,110,37,27
0,1984,Lotte Or,4.86,130,4956,4371,632,1202,210,22,149,609,92,62,408,601,.275,.341,.435,.777,1903,89,48,98,31,16
0,1984,Osaka Ki,4.68,130,4914,4343,609,1114,161,13,174,593,91,48,445,612,.257,.328,.420,.748,1823,99,32,65,29,11
0,1984,Seibu Li,4.56,130,4833,4214,593,1078,200,20,153,572,86,47,422,562,.256,.330,.422,.752,1777,102,59,108,30,17
0,1984,Nippon H,4.39,130,4825,4281,571,1110,190,16,144,545,101,46,380,532,.259,.322,.412,.734,1764,93,27,112,25,14
0,1983,Seibu Li,5.38,130,4998,4333,700,1204,201,26,182,685,58,28,466,492,.278,.353,.462,.816,2003,100,58,107,34,16
0,1983,Hankyu B,4.86,130,4862,4228,632,1148,177,32,157,596,200,83,467,524,.272,.346,.440,.786,1860,87,37,92,38,16
0,1983,Nippon H,4.47,130,4919,4306,581,1182,181,10,153,554,124,48,424,458,.275,.343,.428,.771,1842,96,46,101,42,15
0,1983,Osaka Ki,4.47,130,4894,4271,581,1121,177,19,134,559,139,39,444,669,.262,.335,.407,.742,1738,89,44,92,43,16
0,1983,Nankai H,4.22,130,4840,4332,548,1160,173,20,128,524,87,49,327,502,.268,.323,.406,.728,1757,84,38,114,29,26
0,1983,Lotte Or,4.04,130,4775,4295,525,1134,158,21,128,505,78,43,324,600,.264,.319,.400,.719,1718,102,34,97,25,13
0,1982,Hankyu B,4.58,130,4860,4213,596,1078,176,24,150,559,142,63,491,606,.256,.334,.416,.750,1752,91,27,87,42,13
0,1982,Osaka Ki,4.57,130,4915,4299,594,1108,175,14,151,567,126,45,470,651,.258,.334,.410,.745,1764,88,42,70,34,19
0,1982,Nippon H,4.24,130,4835,4278,551,1137,222,27,127,531,85,46,382,451,.266,.332,.419,.752,1794,116,58,90,27,24
0,1982,Lotte Or,4.08,130,4810,4287,531,1129,190,15,123,514,84,45,369,582,.263,.324,.401,.725,1718,108,30,97,27,19
0,1982,Seibu Li,4.07,130,4822,4226,529,1070,164,15,131,504,70,57,417,590,.253,.326,.392,.718,1657,85,53,96,30,15
0,1982,Nankai H,3.48,130,4771,4267,452,1088,184,13,90,426,72,48,339,577,.255,.313,.367,.681,1568,110,41,88,36,29
0,1981,Nippon H,4.69,130,4958,4338,610,1199,197,23,126,591,118,43,431,502,.276,.347,.420,.767,1820,101,59,94,36,21
0,1981,Seibu Li,4.61,130,4886,4306,599,1151,183,29,143,574,72,51,393,579,.267,.335,.423,.757,1821,105,61,88,38,15
0,1981,Hankyu B,4.45,130,4852,4317,579,1151,181,24,140,551,140,61,397,598,.267,.330,.417,.747,1800,93,28,82,28,18
0,1981,Lotte Or,4.36,130,4926,4371,567,1210,173,19,126,547,99,41,378,487,.277,.337,.412,.749,1799,90,39,101,37,18
0,1981,Osaka Ki,4.28,130,4832,4324,557,1095,166,19,149,528,121,60,391,509,.253,.319,.404,.723,1746,102,44,41,32,5
0,1981,Nankai H,4.18,130,4909,4403,544,1201,175,22,128,524,85,35,376,521,.273,.333,.410,.743,1804,129,39,54,37,14
0,1980,Osaka Ki,6.08,130,5133,4488,791,1301,203,14,239,764,85,46,494,616,.290,.363,.501,.864,2249,104,42,70,39,18
0,1980,Seibu Li,5.01,130,4886,4369,651,1165,154,12,219,631,45,48,373,619,.267,.330,.458,.788,2000,118,56,56,32,10
0,1980,Hankyu B,4.98,130,4986,4360,647,1144,192,24,204,625,157,59,455,719,.262,.335,.458,.793,1996,76,45,77,49,16
0,1980,Lotte Or,4.92,130,4940,4415,639,1237,172,13,184,607,114,35,350,506,.280,.336,.450,.786,1987,102,40,94,41,21
0,1980,Nankai H,4.79,130,4977,4440,623,1218,204,13,183,600,80,49,395,579,.274,.336,.450,.786,1997,102,33,81,28,20
0,1980,Nippon H,4.56,130,4934,4305,593,1137,151,22,167,578,115,63,438,575,.264,.338,.426,.764,1833,94,58,104,29,13
0,1979,Hankyu B,5.35,130,4973,4364,695,1228,209,35,193,667,167,65,448,646,.281,.352,.478,.830,2086,93,53,65,43,19
0,1979,Osaka Ki,5.17,130,4982,4423,672,1260,185,11,195,641,150,52,405,529,.285,.348,.464,.812,2052,84,44,70,40,32
0,1979,Nippon H,4.55,130,4880,4361,592,1162,204,21,131,564,185,65,384,604,.266,.329,.413,.742,1801,75,41,63,31,14
0,1979,Lotte Or,4.43,130,4824,4407,576,1208,199,18,150,547,72,52,286,518,.274,.323,.430,.752,1893,111,39,71,21,24
0,1979,Nankai H,4.29,130,4881,4420,558,1222,183,19,125,534,100,46,309,613,.276,.328,.411,.740,1818,95,50,64,38,10
0,1979,Seibu Li,4.04,130,4815,4358,525,1128,178,16,140,501,61,46,317,570,.259,.315,.403,.718,1758,94,51,60,29,5
0,1978,Hankyu B,5.38,130,4921,4375,700,1239,192,34,176,667,199,85,371,563,.283,.344,.463,.807,2027,77,59,67,49,24
0,1978,Osaka Ki,4.40,130,4797,4268,572,1134,155,25,115,545,123,58,361,538,.266,.326,.395,.721,1684,78,46,70,52,15
0,1978,Nippon H,4.11,130,4854,4345,534,1145,170,21,131,504,91,61,337,649,.264,.322,.403,.725,1750,98,55,85,32,8
0,1978,Lotte Or,4.02,130,4791,4379,523,1180,175,18,115,496,93,45,257,510,.269,.314,.396,.711,1736,96,40,93,22,24
0,1978,Crown Li,3.82,130,4808,4403,497,1181,129,15,109,482,93,65,255,510,.268,.314,.379,.693,1667,94,56,56,38,19
0,1978,Nankai H,3.14,130,4722,4237,408,1011,123,16,78,379,79,49,295,525,.239,.297,.330,.627,1400,92,72,81,37,13
0,1977,Hankyu B,4.38,130,4843,4357,569,1172,178,27,147,540,115,49,343,618,.269,.327,.423,.750,1845,90,48,62,33,18
0,1977,Lotte Or,4.05,130,4756,4320,526,1167,177,27,111,499,115,73,275,554,.270,.317,.401,.718,1731,89,38,86,37,13
0,1977,Nankai H,3.86,130,4750,4292,502,1073,153,19,108,479,78,43,321,525,.250,.306,.370,.676,1588,105,42,54,41,21
0,1977,Nippon H,3.68,130,4692,4257,479,1045,157,21,113,458,116,57,267,596,.245,.296,.372,.668,1583,74,54,73,41,4
0,1977,Crown Li,3.60,130,4734,4293,468,1071,127,12,128,448,90,64,313,572,.249,.305,.374,.679,1606,92,40,63,25,12
0,1977,Osaka Ki,3.48,130,4751,4284,453,1048,142,20,92,423,120,65,307,639,.245,.301,.352,.652,1506,73,50,77,33,10
0,1976,Hankyu B,4.20,130,4771,4254,546,1091,159,29,139,518,112,63,373,616,.256,.320,.406,.726,1725,96,44,63,37,13
0,1976,Nankai H,3.76,130,4717,4262,489,1102,145,28,97,468,147,52,305,496,.259,.314,.374,.688,1594,99,57,51,42,12
0,1976,Nippon H,3.72,130,4769,4324,484,1115,163,25,107,455,80,56,302,529,.258,.310,.381,.691,1649,104,37,74,32,13
0,1976,Lotte Or,3.66,130,4689,4255,476,1097,152,24,99,454,94,69,294,539,.258,.307,.375,.682,1594,91,27,74,39,8
0,1976,Osaka Ki,3.52,130,4763,4244,457,1040,140,17,102,431,88,51,372,623,.245,.310,.358,.668,1520,96,40,72,35,13
0,1976,Taiheiyo,3.46,130,4774,4336,450,1122,108,21,115,430,72,65,281,489,.259,.308,.373,.681,1617,108,38,97,22,7
0,1975,Hankyu B,4.16,130,4819,4304,541,1105,163,19,143,513,174,79,401,621,.257,.323,.403,.727,1735,94,37,49,28,15
0,1975,Taiheiyo,4.08,130,4914,4367,530,1139,156,14,135,504,95,61,370,451,.261,.325,.396,.720,1728,101,57,90,30,13
0,1975,Nankai H,4.03,130,4875,4371,524,1074,149,27,102,500,140,49,381,505,.246,.310,.362,.672,1583,93,41,46,36,20
0,1975,Lotte Or,3.95,130,4771,4344,514,1124,154,32,108,479,130,64,279,502,.259,.307,.384,.691,1666,82,39,81,28,12
0,1975,Osaka Ki,3.83,130,4851,4269,498,1050,137,19,115,483,80,46,416,539,.246,.316,.368,.684,1570,82,40,88,38,19
0,1975,Nippon H,3.52,130,4797,4343,458,1119,139,14,100,426,81,51,292,465,.258,.306,.365,.671,1586,106,25,104,33,18
0,1974,Hankyu B,4.44,130,4773,4183,577,1079,172,21,125,541,228,90,430,616,.258,.330,.399,.729,1668,89,37,87,36,14
0,1974,Lotte Or,4.15,130,4814,4290,539,1135,176,38,114,514,111,59,359,530,.265,.324,.403,.727,1729,81,29,108,28,22
0,1974,Nankai H,3.88,130,4763,4271,504,1049,175,26,124,472,111,42,370,576,.246,.307,.386,.693,1648,103,25,56,41,31
0,1974,Osaka Ki,3.63,130,4676,4076,472,937,115,11,131,449,128,63,450,639,.230,.311,.360,.671,1467,94,45,77,28,23
0,1974,Nippon H,3.63,130,4789,4218,472,1039,152,19,96,445,134,62,385,513,.246,.314,.360,.674,1517,87,47,110,29,29
0,1974,Taiheiyo,3.35,130,4756,4197,436,988,141,9,90,410,88,59,398,615,.235,.307,.338,.644,1417,75,42,97,22,20
0,1973,Hankyu B,4.96,130,5075,4382,645,1184,172,27,151,610,202,63,524,585,.270,.352,.425,.777,1863,105,51,78,40,25
0,1973,Lotte Or,4.22,130,4847,4305,548,1138,154,25,139,518,112,81,374,528,.264,.328,.409,.737,1759,84,45,104,19,19
0,1973,Nitaku H,3.93,130,4903,4325,511,1097,132,10,133,483,91,54,426,489,.254,.324,.381,.705,1648,102,43,73,36,33
0,1973,Nankai H,3.91,130,4875,4363,508,1135,155,10,113,483,103,47,390,545,.260,.323,.378,.701,1649,137,31,59,32,21
0,1973,Taiheiyo,3.84,130,4816,4224,499,1011,134,18,116,470,106,60,398,658,.239,.312,.362,.674,1529,77,67,85,42,28
0,1973,Osaka Ki,3.26,130,4719,4281,424,1015,138,16,113,409,77,45,290,563,.237,.291,.356,.647,1524,92,46,78,24,17
0,1972,Toei Fly,4.58,130,4913,4330,595,1169,184,16,149,570,96,57,396,487,.270,.337,.423,.760,1832,114,57,95,35,32
0,1972,Hankyu B,4.57,130,4923,4275,594,1113,174,27,167,563,202,72,478,591,.260,.339,.431,.770,1842,97,51,76,43,30
0,1972,Lotte Or,4.48,130,4902,4414,583,1166,191,17,148,553,127,60,380,654,.264,.325,.416,.741,1835,96,35,42,31,30
0,1972,Nankai H,3.94,130,4849,4357,512,1102,150,16,133,496,102,29,345,594,.253,.312,.386,.698,1683,89,45,62,40,24
0,1972,Osaka Ki,3.74,130,4823,4315,486,1071,153,11,123,465,90,57,343,535,.248,.307,.374,.681,1615,81,33,105,27,29
0,1972,Nishitet,3.38,130,4748,4236,439,1023,157,17,110,412,97,54,342,620,.242,.306,.364,.671,1544,99,66,79,25,14
0,1971,Hankyu B,5.15,130,4998,4384,669,1195,179,16,166,638,184,60,446,515,.273,.345,.434,.779,1904,103,58,70,40,32
0,1971,Lotte Or,5.03,130,4923,4425,654,1194,163,20,193,625,124,59,364,628,.270,.329,.447,.776,1976,89,44,55,35,33
0,1971,Nankai H,4.72,130,4940,4455,614,1157,166,17,156,587,94,29,354,583,.260,.321,.410,.730,1825,105,58,47,26,19
0,1971,Toei Fly,3.67,130,4898,4412,477,1065,140,23,131,453,106,59,352,643,.241,.301,.373,.674,1644,105,37,73,24,39
0,1971,Osaka Ki,3.61,130,4675,4209,469,1016,116,13,151,447,109,80,327,596,.241,.299,.383,.681,1611,93,30,78,31,28
0,1971,Nishitet,3.27,130,4737,4295,425,992,153,12,114,394,113,48,291,705,.231,.285,.352,.637,1511,84,46,74,31,18
0,1970,Lotte Or,4.61,130,4830,4304,599,1132,162,21,166,566,141,74,360,663,.263,.322,.426,.748,1834,71,36,89,41,21
0,1970,Nankai H,4.53,130,4932,4425,589,1127,168,12,147,566,84,32,404,623,.255,.319,.398,.717,1760,82,31,40,32,21
0,1970,Hankyu B,4.31,130,4826,4275,560,1043,184,14,116,526,190,54,406,622,.244,.312,.375,.687,1603,80,36,67,42,8
0,1970,Toei Fly,4.01,130,4834,4345,521,1100,144,25,147,501,110,59,344,628,.253,.312,.399,.711,1735,82,43,67,35,19
0,1970,Osaka Ki,3.26,130,4716,4233,424,987,154,20,108,408,152,66,313,681,.233,.290,.356,.646,1505,63,37,109,24,25
0,1970,Nishitet,3.21,130,4703,4253,417,956,129,9,137,404,107,54,311,749,.225,.284,.356,.640,1514,69,47,70,22,19
0,1969,Lotte Or,4.27,130,4849,4400,555,1146,161,23,142,529,112,56,297,667,.260,.311,.404,.715,1779,78,42,68,42,17
0,1969,Hankyu B,4.18,130,4762,4302,543,1091,170,14,154,513,128,34,344,614,.254,.312,.407,.719,1751,95,31,61,24,19
0,1969,Toei Fly,3.75,130,4865,4434,488,1125,160,26,116,459,84,31,290,610,.254,.305,.380,.685,1685,91,44,80,17,36
0,1969,Osaka Ki,3.71,130,4751,4261,482,1035,137,27,118,455,120,50,324,593,.243,.300,.371,.671,1580,75,36,105,25,32
0,1969,Nishitet,3.19,131,4678,4250,418,957,147,13,119,405,55,37,284,709,.225,.281,.350,.631,1487,86,54,67,23,11
0,1969,Nankai H,3.15,130,4730,4303,409,1035,122,20,85,380,97,39,298,574,.241,.293,.337,.630,1452,105,32,65,32,17
0,1968,Tokyo Or,4.16,139,5289,4794,578,1254,196,19,155,552,80,52,339,723,.262,.314,.407,.722,1953,89,46,76,34,32
0,1968,Nankai H,4.03,136,5073,4491,548,1090,161,33,127,515,109,39,415,683,.243,.309,.378,.687,1698,79,35,92,40,58
0,1968,Hankyu B,4.01,134,4936,4389,538,1062,177,16,154,517,122,55,396,684,.242,.309,.395,.704,1733,70,51,58,42,24
0,1968,Toei Fly,3.50,135,4965,4516,472,1119,134,20,118,454,61,58,311,635,.248,.300,.365,.664,1647,92,33,83,22,38
0,1968,Nishitet,3.49,133,4963,4393,464,1043,157,16,110,439,107,54,398,829,.237,.305,.356,.661,1562,71,42,100,30,43
0,1968,Osaka Ki,3.12,135,4911,4424,421,1034,157,19,84,398,151,64,326,630,.234,.290,.335,.625,1481,79,37,98,26,44
0,1967,Hankyu B,3.84,135,4868,4413,518,1109,163,24,143,494,87,57,321,720,.251,.304,.396,.701,1749,89,35,56,43,15
0,1967,Toei Fly,3.81,134,4984,4469,510,1164,171,28,97,488,95,43,331,620,.260,.317,.376,.693,1682,98,54,90,40,30
0,1967,Osaka Ki,3.52,132,4762,4373,465,1098,143,18,104,441,73,55,253,617,.251,.296,.363,.659,1589,81,38,66,32,25
0,1967,Nankai H,3.38,133,4815,4385,450,1030,152,21,108,428,90,43,310,707,.235,.289,.353,.642,1548,87,32,65,23,23
0,1967,Tokyo Or,3.38,137,5053,4556,463,1093,167,25,87,423,115,56,327,728,.240,.296,.345,.641,1571,76,44,102,24,20
0,1967,Nishitet,2.91,140,5008,4569,407,1014,154,20,98,387,99,61,315,901,.222,.276,.329,.605,1502,90,37,66,21,20
0,1966,Nankai H,3.59,133,4858,4374,477,1073,155,20,108,452,85,36,354,679,.245,.305,.364,.669,1592,77,33,73,24,26
0,1966,Toei Fly,3.53,136,4985,4521,480,1157,166,33,91,451,69,37,299,538,.256,.307,.368,.674,1662,112,44,95,26,28
0,1966,Tokyo Or,3.45,134,4841,4424,462,1061,159,21,112,432,75,48,288,606,.240,.290,.361,.651,1598,88,36,69,24,14
0,1966,Hankyu B,3.34,134,4793,4350,447,997,179,27,89,411,102,55,304,713,.229,.283,.344,.627,1497,87,34,74,31,19
0,1966,Nishitet,3.09,138,4974,4497,426,1038,175,25,125,407,82,58,301,860,.231,.283,.364,.647,1638,57,35,114,27,18
0,1966,Osaka Ki,2.92,133,4706,4365,388,997,179,17,100,368,68,48,250,661,.228,.273,.346,.619,1510,87,23,51,17,15
0,1965,Nankai H,4.39,140,5228,4771,614,1217,197,27,153,585,91,49,329,693,.255,.307,.404,.711,1927,85,43,55,30,27
0,1965,Nishitet,3.61,140,5159,4676,506,1148,186,14,112,480,81,56,353,826,.246,.299,.363,.663,1698,106,19,82,29,16
0,1965,Toei Fly,3.58,140,5139,4606,501,1104,161,27,107,467,98,61,390,632,.240,.300,.356,.656,1640,96,24,81,38,15
0,1965,Hankyu B,3.57,140,5121,4648,500,1089,187,17,130,466,68,48,363,730,.234,.291,.366,.657,1700,116,24,53,33,14
0,1965,Tokyo Or,3.40,140,5111,4664,476,1083,178,24,117,450,110,61,305,662,.232,.283,.356,.639,1660,86,37,76,29,18
0,1965,Osaka Ki,2.84,140,4989,4620,397,1087,163,11,91,373,61,48,276,686,.235,.281,.334,.615,1545,122,24,48,21,13
0,1964,Nankai H,4.35,150,5662,5083,653,1315,196,21,144,614,171,56,427,618,.259,.319,.391,.709,1985,78,40,68,44,18
0,1964,Hankyu B,3.93,150,5591,5048,590,1235,221,27,141,543,68,39,390,721,.245,.300,.383,.683,1933,119,29,78,46,15
0,1964,Toei Fly,3.70,150,5663,5096,555,1273,188,36,100,509,119,53,412,694,.250,.307,.360,.666,1833,124,23,94,38,27
0,1964,Nishitet,3.66,150,5564,5045,549,1220,191,25,116,520,78,77,370,920,.242,.296,.359,.654,1809,90,27,94,28,15
0,1964,Osaka Ki,3.64,150,5608,5095,546,1295,225,32,112,514,71,51,352,769,.254,.305,.377,.682,1920,117,41,81,39,12
0,1964,Tokyo Or,3.57,150,5604,5060,535,1262,179,29,93,484,121,60,369,626,.249,.304,.351,.656,1778,109,42,108,25,21
0,1963,Nankai H,4.17,150,5666,5105,626,1308,174,32,184,598,100,55,382,766,.256,.311,.411,.722,2098,94,40,104,35,15
0,1963,Nishitet,3.89,150,5576,5013,584,1222,175,19,146,555,102,77,400,842,.244,.304,.374,.677,1873,108,44,92,27,15
0,1963,Osaka Ki,3.75,150,5482,4992,562,1279,232,31,98,520,84,64,346,801,.256,.308,.374,.682,1867,108,43,74,27,15
0,1963,Toei Fly,3.62,150,5521,4959,543,1168,176,36,114,512,124,51,399,688,.236,.295,.355,.650,1758,102,29,114,20,27
0,1963,Daimai O,3.40,150,5415,4946,510,1218,195,19,117,480,85,62,314,688,.246,.294,.364,.659,1802,98,35,90,30,10
0,1963,Hankyu B,3.06,150,5408,4968,459,1132,180,26,86,425,85,70,340,756,.228,.282,.326,.608,1622,116,41,38,21,11
0,1962,Nankai H,4.36,133,4997,4525,580,1143,188,24,119,536,137,58,331,824,.253,.306,.384,.690,1736,76,35,73,33,16
0,1962,Daimai O,4.18,132,4979,4580,552,1228,203,31,92,518,75,37,284,620,.268,.313,.386,.700,1769,98,31,57,27,21
0,1962,Toei Fly,4.05,133,4981,4400,539,1109,173,39,85,496,149,26,401,707,.252,.316,.367,.683,1615,78,26,116,38,30
0,1962,Nishitet,3.55,136,5007,4501,483,1103,161,36,92,444,89,30,361,885,.245,.303,.358,.662,1612,102,30,84,31,22
0,1962,Osaka Ki,3.54,131,4794,4417,464,1115,180,36,70,432,64,50,253,729,.252,.299,.357,.656,1577,92,46,60,18,12
0,1962,Hankyu B,3.44,131,4719,4266,451,976,173,41,60,408,107,61,316,805,.229,.285,.331,.616,1411,88,31,74,32,14
0,1961,Toei Fly,4.39,140,5324,4812,614,1271,247,56,108,570,133,62,365,816,.264,.319,.406,.725,1954,83,32,89,26,35
0,1961,Nankai H,4.38,140,5206,4734,613,1239,210,24,117,575,113,50,344,775,.262,.315,.390,.706,1848,115,39,60,29,30
0,1961,Daimai O,4.29,140,5217,4776,601,1234,228,36,103,553,84,26,306,660,.258,.305,.386,.691,1843,107,33,56,46,24
0,1961,Nishitet,3.89,140,5121,4624,545,1151,175,29,110,497,107,53,380,843,.249,.308,.371,.679,1714,123,29,54,34,38
0,1961,Hankyu B,3.01,140,5063,4588,421,1033,190,32,65,388,93,65,374,926,.225,.287,.323,.610,1482,91,28,56,17,14
0,1961,Osaka Ki,2.94,140,5147,4726,411,1080,198,21,68,375,38,50,294,871,.229,.277,.322,.600,1524,97,33,72,22,18
0,1960,Daimai O,4.11,133,5003,4522,547,1183,193,39,100,505,88,38,352,674,.262,.319,.388,.707,1754,116,40,62,27,33
0,1960,Nishitet,3.95,136,5016,4537,537,1138,179,41,97,486,80,42,351,817,.251,.306,.372,.679,1690,101,25,73,30,15
0,1960,Nankai H,3.82,136,5002,4564,519,1128,190,26,103,481,89,45,327,736,.247,.299,.368,.667,1679,104,26,54,31,13
0,1960,Toei Fly,3.30,132,4833,4428,436,1043,147,30,80,388,114,58,284,781,.236,.284,.336,.620,1490,78,20,82,19,16
0,1960,Hankyu B,3.29,136,4978,4580,447,1112,185,39,64,407,105,65,286,853,.243,.289,.342,.631,1567,73,17,75,20,15
0,1960,Osaka Ki,3.11,131,4775,4372,408,1031,194,29,69,383,51,40,281,828,.236,.286,.341,.627,1490,101,35,69,18,22
0,1959,Nankai H,4.28,134,4948,4524,574,1197,199,38,90,527,75,43,317,681,.265,.311,.385,.696,1742,99,,75,32,15
0,1959,Daimai O,4.11,136,5085,4641,559,1184,215,37,114,513,125,44,362,661,.255,.307,.391,.698,1815,114,,54,28,26
0,1959,Toei Fly,3.63,135,5022,4629,490,1120,182,54,78,454,88,36,278,754,.242,.284,.355,.639,1644,68,,91,24,28
0,1959,Nishitet,3.43,144,5312,4832,494,1140,175,42,69,455,79,57,366,912,.236,.288,.332,.620,1606,113,,85,29,34
0,1959,Hankyu B,2.89,134,4819,4447,387,986,130,31,57,355,135,68,285,776,.222,.267,.303,.570,1349,84,,61,26,12
0,1959,Osaka Ki,2.86,133,4751,4384,381,1002,145,31,48,338,64,39,292,728,.229,.276,.309,.585,1353,106,,63,12,14
0,1958,Nankai H,4.18,130,4923,4448,543,1103,189,31,93,497,111,42,387,715,.248,.306,.367,.674,1633,96,,60,28,21
0,1958,Nishitet,3.93,130,4734,4309,511,1049,171,28,83,468,96,64,328,827,.243,.296,.354,.650,1525,72,,76,21,15
0,1958,Hankyu B,3.36,130,4761,4354,437,1019,165,44,41,381,176,179,319,747,.234,.285,.320,.605,1395,77,,60,28,14
0,1958,Daimai O,3.35,130,4755,4368,435,1046,195,29,72,402,131,55,311,695,.239,.289,.347,.636,1515,88,,57,19,20
0,1958,Toei Fly,3.22,130,4727,4360,419,1032,186,49,40,376,79,42,263,608,.237,.279,.329,.608,1436,74,,85,19,14
0,1958,Kintetsu,2.51,130,4584,4225,326,907,123,20,41,290,113,82,268,711,.215,.261,.282,.543,1193,89,,76,15,7
0,1957,Nankai H,4.17,132,4902,4427,551,1117,198,28,98,491,102,57,375,690,.252,.309,.376,.685,1665,85,,71,29,6
0,1957,Nishitet,4.14,132,4889,4401,546,1122,178,42,94,498,99,73,364,824,.255,.310,.379,.689,1666,79,,101,23,16
0,1957,Mainichi,3.61,132,4811,4289,477,1027,166,44,80,429,,78,419,673,.239,.305,.355,.659,1521,86,,66,37,16
0,1957,Hankyu B,3.59,132,4883,4366,474,1010,169,35,56,430,195,76,435,730,.231,.299,.325,.624,1417,66,,51,31,15
0,1957,Kintetsu,2.95,132,4799,4348,390,977,125,19,35,347,131,90,335,590,.225,.279,.286,.565,1245,83,,97,19,12
0,1957,Daiei Un,2.86,132,4738,4359,377,930,145,22,48,342,88,52,284,679,.213,.260,.290,.549,1263,82,,64,31,9
0,1957,Toei Fly,2.81,132,4790,4422,371,1003,156,37,45,330,96,51,282,599,.227,.272,.309,.581,1368,84,,63,23,7
0,1956,Nishitet,3.97,154,5660,5075,611,1288,213,56,95,567,165,110,416,824,.254,.308,.374,.682,1898,83,,134,35,32
0,1956,Nankai H,3.97,154,5825,5209,612,1304,219,36,68,550,238,98,447,697,.250,.307,.345,.652,1799,77,,118,51,29
0,1956,Hankyu B,3.77,154,5664,5022,581,1194,170,55,43,518,277,127,456,727,.238,.299,.319,.618,1603,73,,140,46,18
0,1956,Mainichi,3.44,154,5598,4986,530,1169,211,42,95,487,78,93,490,687,.234,.301,.351,.652,1749,125,,93,29,27
0,1956,Kintetsu,3.21,154,5461,4895,495,1107,153,39,48,452,177,121,403,694,.226,.284,.303,.586,1482,90,,135,28,20
0,1956,Daiei St,2.81,154,5569,5135,433,1165,170,30,46,384,124,88,309,699,.227,.269,.299,.568,1533,91,,98,27,11
0,1956,Toei Fly,2.67,154,5552,5096,411,1101,151,37,41,369,122,88,330,683,.216,.263,.284,.547,1449,106,,101,25,16
0,1956,Takahash,2.62,154,5494,5033,403,1075,159,34,50,359,145,108,318,731,.214,.259,.288,.548,1452,86,,124,19,7
0,1955,Nishitet,4.60,144,5412,4859,663,1258,211,33,140,606,173,73,433,797,.259,.318,.402,.720,1955,90,,91,29,28
0,1955,Nankai H,4.24,143,5279,4763,606,1187,177,26,90,549,245,87,412,671,.249,.308,.354,.662,1686,90,,80,24,8
0,1955,Hankyu B,4.15,142,5351,4782,589,1279,208,66,39,538,213,96,382,615,.267,.319,.363,.682,1736,68,,141,46,14
0,1955,Mainichi,4.04,142,5349,4770,573,1196,203,38,89,526,122,81,475,565,.251,.316,.365,.681,1742,95,,66,38,22
